mean,max
4.723201214495407,57.775451177067644
10.491972236389536,57.775451177067644
15.12967754859668,57.775451177067644
19.961497103250885,57.775451177067644
25.58046339107061,57.775451177067644
32.172136032307115,59.10415649212221
37.047915698310554,59.10415649212221
39.710948166366876,59.10415649212221
43.08002253217722,59.34069530461835
45.010972165862206,59.34069530461835
46.087210046364675,59.34069530461835
46.695150062594195,59.34069530461835
47.53069833283067,59.34069530461835
49.170151788212145,59.948003641753736
50.55498877032804,59.948003641753736
51.484448972322795,59.948003641753736
52.34401556749867,59.948003641753736
53.30730926894665,59.948003641753736
53.99046000854965,59.948003641753736
54.732537778221996,59.948003641753736
55.105444022831364,59.948003641753736
55.631114724989686,59.948003641753736
55.81465577223321,59.948003641753736
56.05894173928089,59.948003641753736
56.31236498849141,59.948003641753736
56.55193202250003,59.948003641753736
56.64717267912006,59.948003641753736
56.727410307306684,59.948003641753736
56.818292228386234,59.948003641753736
56.893738359258435,59.948003641753736
57.009762477676894,59.948003641753736
57.08726682972122,59.948003641753736
57.191195883003914,59.948003641753736
57.27344673545558,59.948003641753736
57.3551941245213,59.948003641753736
57.41777950516734,59.948003641753736
57.492096118268144,59.948003641753736
57.55599058116412,59.948003641753736
57.762671425281916,60.99899001282168
57.78660495312237,60.99899001282168
57.94579086765539,60.99899001282168
57.98716086246368,60.99899001282168
58.05953741026261,60.99899001282168
58.084586099257336,60.99899001282168
58.084586099257336,60.99899001282168
58.10100296829246,60.99899001282168
58.124556120104415,60.99899001282168
58.14641795293901,60.99899001282168
58.161238464435954,60.99899001282168
58.186019090825866,60.99899001282168
58.25818039900306,60.99899001282168
58.29145615072328,60.99899001282168
58.32001013259677,60.99899001282168
58.34072823197263,60.99899001282168
58.35439391282384,60.99899001282168
58.36258276311066,60.99899001282168
58.474136405121165,63.11334040913812
58.474136405121165,63.11334040913812
58.479483661554944,63.11334040913812
58.48951356167765,63.11334040913812
58.48951356167765,63.11334040913812
58.51412219363949,63.11334040913812
58.52539224357222,63.11334040913812
58.53281823960606,63.11334040913812
58.53301758240536,63.11334040913812
58.541728497851096,63.11334040913812
58.56852325409906,63.11334040913812
58.583985902174106,63.11334040913812
58.60926000757546,63.11334040913812
58.60926000757546,63.11334040913812
58.63013808947565,63.11334040913812
58.63013808947565,63.11334040913812
58.63013808947565,63.11334040913812
58.6558412124411,63.11334040913812
58.66921104952737,63.11334040913812
58.67618205204481,63.11334040913812
