mean,max
8.155001575826963,49.86208224458059
14.188628177597124,49.86208224458059
19.596329291973994,59.412650923876775
27.080964195172648,59.424020452565856
34.99560240779817,59.48402045256586
41.6763445428348,59.48402045256586
46.97420976478513,59.48402045256586
49.7821026543445,59.48402045256586
51.815974881131,77.3140180885181
52.72660583517467,77.3140180885181
53.39487685446918,77.3140180885181
53.95363800167316,77.3140180885181
55.28002702882022,77.64477274743076
56.05399410363332,77.64477274743076
57.402436060358625,77.64477274743076
58.76268624072103,77.64477274743076
59.6778469573809,77.64477274743076
60.21422341407987,77.64477274743076
60.293380886519074,77.64477274743076
60.66122453553186,77.74003063191248
60.84954419598555,77.74003063191248
61.2532855702276,77.74003063191248
61.42672427461617,77.74003063191248
61.5804806382517,77.74003063191248
61.617567540652736,77.74003063191248
62.22547165830764,77.74003063191248
62.62133739239187,77.74003063191248
62.70945183789938,77.74003063191248
62.89398440837069,77.74003063191248
62.98632819115199,77.74003063191248
63.56599102446548,77.74003063191248
64.02675355827643,80.06492469400553
64.40989202596248,80.06492469400553
65.36282786226906,86.00312011533917
65.99996892681547,86.00312011533917
66.55613357143783,86.00312011533917
67.78451543240008,86.00312011533917
68.44747995007572,86.48296033815899
70.60611195424242,86.48296033815899
72.3041262629177,92.35321689191915
73.53195077289197,92.35321689191915
75.00758607766636,92.35321689191915
76.03562573431854,92.60542758214535
77.70111963721568,92.60542758214535
79.00854027533113,92.60542758214535
79.65161828733476,92.60542758214535
80.42667884274485,92.68688001726832
81.29657687810402,92.68688001726832
81.82873381874691,92.68688001726832
82.27360159610038,92.68688001726832
82.86754256364539,92.68688001726832
83.57869903242995,92.68688001726832
83.72862577729391,92.68688001726832
84.84577032031355,92.76542758214534
85.13126922480515,92.76542758214534
85.50615165925473,92.76542758214534
85.62235969084428,92.76542758214534
85.78505000369174,92.76542758214534
85.89516496690601,92.76542758214534
86.11435646822223,92.76542758214534
86.29686614791035,92.76542758214534
86.43144469340399,92.76542758214534
86.79443168936952,92.76542758214534
87.1246117407903,92.82688001726835
87.32804708839298,92.82688001726835
87.37850541309437,92.82688001726835
87.42024840572167,92.82688001726835
87.753033494425,92.82688001726835
87.83943057283741,92.82688001726835
88.09932164251626,92.82688001726835
88.5831780102773,92.82688001726835
88.64815102146059,92.82688001726835
88.77753705883406,92.82688001726835
89.148390007673,92.82688001726835
89.39290403815019,92.82688001726835
89.50845959397178,92.82688001726835
