mean,max
2.256896320949859,40.83796680232646
7.468637787757151,41.65414749941391
13.542465703259785,50.351717087061616
18.368998424076622,50.351717087061616
24.735569757952998,50.351717087061616
29.044317692408125,50.351717087061616
30.89464849845251,50.351717087061616
31.942261899258465,50.351717087061616
33.90043404539726,50.351717087061616
35.57459625241304,50.695233938409416
37.00107467225396,50.695233938409416
37.98731910618645,50.695233938409416
39.352072315187726,50.780192237544306
40.03869914328107,53.89077865692505
41.62456872792217,62.68627029010248
42.65062729536397,62.68627029010248
43.89874873895244,62.68627029010248
44.7329576002474,62.68627029010248
45.34195165810134,62.68627029010248
45.793035653501356,62.68627029010248
46.17655505556879,62.68627029010248
46.67202617675388,62.68627029010248
46.70212770399718,62.68627029010248
46.70212770399718,62.68627029010248
46.7055293186046,62.68627029010248
47.154369038085186,65.76194651423178
47.47983129739109,65.76194651423178
47.83444036996077,65.76194651423178
47.8353332904114,65.76194651423178
47.86074199704743,65.76194651423178
48.22359307400993,65.76194651423178
49.389608996115776,65.76194651423178
49.60673372799436,65.76194651423178
50.44345471373062,68.64065056253007
50.60225173587169,68.64065056253007
51.2241921478766,68.64065056253007
51.55905818343275,68.64065056253007
51.823366451858504,68.6818296629475
52.679458637905554,68.6818296629475
53.06276369229544,68.6818296629475
53.73665184068099,68.6818296629475
54.45957476377467,68.6818296629475
54.858246583690864,68.6818296629475
55.514008141403345,68.6818296629475
56.44554893342291,68.6818296629475
56.59667510215681,68.6818296629475
56.66383324215718,68.6818296629475
56.99991465082226,68.6818296629475
57.476311063339345,68.6818296629475
57.801224320631945,68.6818296629475
58.008718111259626,68.6818296629475
58.30485941927317,68.6818296629475
58.9132474201905,68.78577221421581
59.39289081330593,68.78577221421581
59.46128334959543,68.78577221421581
59.98709110789021,68.78577221421581
60.50881321884088,68.78577221421581
60.84527498945361,68.78577221421581
61.37481874860159,68.78577221421581
61.610474693440054,68.78577221421581
61.7011573554001,68.78577221421581
62.34009092209651,68.78577221421581
62.53560612797566,68.78577221421581
62.783455974430154,68.78577221421581
62.88165068495242,68.78577221421581
63.16657369800005,68.92096889663054
63.408943069028425,68.92096889663054
64.43057008067784,68.92096889663054
64.51669624029762,68.92096889663054
64.7139526490123,68.92096889663054
65.0108595452955,68.92096889663054
65.2082136042561,68.92096889663054
65.24374830460388,68.92096889663054
65.33716213733842,68.92096889663054
65.40159198321784,68.92096889663054
65.43269218927615,68.92096889663054
